#std.dev1/std.dev2 pdf cdf
#  x      p(x)     cdf(x) 
        0.71433          0.83467           0.14695  
        0.71548          0.83812           0.14853  
        0.71663          0.84153           0.15012  
        0.71778          0.84491           0.15171  
        0.71893          0.84824           0.15331  
        0.72008          0.85155           0.15492  
        0.72122          0.85482           0.15653  
        0.72237          0.85805           0.15815  
        0.72351          0.86124           0.15977  
        0.72465           0.8644            0.1614  
        0.72579          0.86752           0.16303  
        0.72692           0.8706           0.16468  
        0.72806          0.87364           0.16632  
        0.72919          0.87665           0.16798  
        0.73032          0.87962           0.16964  
        0.73145          0.88256            0.1713  
        0.73257          0.88545           0.17297  
         0.7337          0.88831           0.17464  
        0.73482          0.89114           0.17633  
        0.73594          0.89392           0.17801  
        0.73706          0.89667            0.1797  
        0.73818          0.89938            0.1814  
         0.7393          0.90205            0.1831  
        0.74041          0.90468           0.18481  
        0.74153          0.90728           0.18652  
        0.74264          0.90984           0.18823  
        0.74375          0.91236           0.18996  
        0.74486          0.91484           0.19168  
        0.74597          0.91729           0.19341  
        0.74707           0.9197           0.19515  
        0.74817          0.92207           0.19689  
        0.74928           0.9244           0.19863  
        0.75038           0.9267           0.20038  
        0.75147          0.92896           0.20213  
        0.75257          0.93118           0.20389  
        0.75367          0.93336           0.20565  
        0.75476          0.93551           0.20741  
        0.75585          0.93762           0.20918  
        0.75694          0.93969           0.21096  
        0.75803          0.94173           0.21273  
        0.75912          0.94373           0.21451  
        0.76021          0.94569            0.2163  
        0.76129          0.94761           0.21809  
        0.76237           0.9495           0.21988  
        0.76346          0.95135           0.22167  
        0.76454          0.95316           0.22347  
        0.76561          0.95494           0.22527  
        0.76669          0.95668           0.22708  
        0.76777          0.95838           0.22889  
        0.76884          0.96005            0.2307  
        0.76991          0.96168           0.23252  
        0.77098          0.96327           0.23433  
        0.77205          0.96483           0.23615  
        0.77312          0.96636           0.23798  
        0.77419          0.96784           0.23981  
        0.77525          0.96929           0.24163  
        0.77631          0.97071           0.24347  
        0.77738          0.97209            0.2453  
        0.77844          0.97343           0.24714  
         0.7795          0.97474           0.24898  
        0.78055          0.97602           0.25082  
        0.78161          0.97726           0.25267  
        0.78266          0.97846           0.25451  
        0.78372          0.97963           0.25636  
        0.78477          0.98077           0.25821  
        0.78582          0.98187           0.26007  
        0.78687          0.98294           0.26192  
        0.78792          0.98397           0.26378  
        0.78896          0.98497           0.26564  
        0.79001          0.98593            0.2675  
        0.79105          0.98686           0.26937  
        0.79209          0.98776           0.27123  
        0.79314          0.98863            0.2731  
        0.79417          0.98946           0.27497  
        0.79521          0.99026           0.27684  
        0.79625          0.99102           0.27871  
        0.79729          0.99175           0.28058  
        0.79832          0.99245           0.28245  
        0.79935          0.99312           0.28433  
        0.80038          0.99376           0.28621  
        0.80141          0.99436           0.28808  
        0.80244          0.99493           0.28996  
        0.80347          0.99547           0.29184  
         0.8045          0.99598           0.29372  
        0.80552          0.99646            0.2956  
        0.80654          0.99691           0.29749  
        0.80757          0.99732           0.29937  
        0.80859          0.99771           0.30126  
        0.80961          0.99806           0.30314  
        0.81063          0.99839           0.30503  
        0.81164          0.99868           0.30691  
        0.81266          0.99894            0.3088  
        0.81367          0.99918           0.31069  
        0.81469          0.99938           0.31257  
         0.8157          0.99956           0.31446  
        0.81671           0.9997           0.31635  
        0.81772          0.99982           0.31824  
        0.81873          0.99991           0.32013  
        0.81973          0.99997           0.32202  
        0.82074                1            0.3239  
        0.82174                1           0.32579  
        0.82275          0.99997           0.32768  
        0.82375          0.99992           0.32957  
        0.82475          0.99984           0.33146  
        0.82575          0.99973           0.33335  
        0.82675           0.9996           0.33524  
        0.82775          0.99944           0.33712  
        0.82874          0.99925           0.33901  
        0.82974          0.99903            0.3409  
        0.83073          0.99879           0.34279  
        0.83172          0.99852           0.34467  
        0.83271          0.99823           0.34656  
         0.8337           0.9979           0.34844  
        0.83469          0.99756           0.35033  
        0.83568          0.99719           0.35221  
        0.83667          0.99679            0.3541  
        0.83765          0.99637           0.35598  
        0.83864          0.99592           0.35786  
        0.83962          0.99545           0.35974  
         0.8406          0.99496           0.36162  
        0.84158          0.99444            0.3635  
        0.84256           0.9939           0.36538  
        0.84354          0.99333           0.36725  
        0.84452          0.99274           0.36913  
         0.8455          0.99213           0.37101  
        0.84647          0.99149           0.37288  
        0.84745          0.99083           0.37475  
        0.84842          0.99015           0.37662  
        0.84939          0.98944           0.37849  
        0.85036          0.98871           0.38036  
        0.85133          0.98796           0.38223  
         0.8523          0.98719           0.38409  
        0.85327           0.9864           0.38596  
        0.85423          0.98559           0.38782  
         0.8552          0.98475           0.38968  
        0.85616          0.98389           0.39154  
        0.85712          0.98302            0.3934  
        0.85809          0.98212           0.39525  
        0.85905           0.9812           0.39711  
        0.86001          0.98026           0.39896  
        0.86097           0.9793           0.40081  
        0.86192          0.97832           0.40266  
        0.86288          0.97732           0.40451  
        0.86384          0.97631           0.40635  
        0.86479          0.97527           0.40819  
        0.86574          0.97421           0.41004  
         0.8667          0.97314           0.41188  
        0.86765          0.97204           0.41371  
         0.8686          0.97093           0.41555  
        0.86955           0.9698           0.41738  
         0.8705          0.96865           0.41921  
        0.87144          0.96748           0.42104  
        0.87239           0.9663           0.42287  
        0.87333           0.9651           0.42469  
        0.87428          0.96388           0.42651  
        0.87522          0.96264           0.42833  
        0.87616          0.96139           0.43015  
         0.8771          0.96012           0.43196  
        0.87805          0.95884           0.43378  
        0.87898          0.95753           0.43559  
        0.87992          0.95622           0.43739  
        0.88086          0.95488            0.4392  
         0.8818          0.95353             0.441  
        0.88273          0.95216            0.4428  
        0.88366          0.95078            0.4446  
         0.8846          0.94939           0.44639  
        0.88553          0.94798           0.44818  
        0.88646          0.94655           0.44997  
        0.88739          0.94511           0.45176  
        0.88832          0.94365           0.45354  
        0.88925          0.94219           0.45533  
        0.89018           0.9407            0.4571  
         0.8911           0.9392           0.45888  
        0.89203          0.93769           0.46065  
        0.89295          0.93617           0.46242  
        0.89388          0.93463           0.46419  
         0.8948          0.93308           0.46595  
        0.89572          0.93152           0.46771  
        0.89664          0.92994           0.46947  
        0.89756          0.92835           0.47123  
        0.89848          0.92675           0.47298  
         0.8994          0.92513           0.47473  
        0.90031          0.92351           0.47647  
        0.90123          0.92187           0.47822  
        0.90214          0.92022           0.47996  
        0.90306          0.91855           0.48169  
        0.90397          0.91688           0.48343  
        0.90488           0.9152           0.48516  
        0.90579           0.9135           0.48688  
         0.9067          0.91179           0.48861  
        0.90761          0.91008           0.49033  
        0.90852          0.90835           0.49205  
        0.90943          0.90661           0.49376  
        0.91034          0.90486           0.49547  
        0.91124           0.9031           0.49718  
        0.91215          0.90133           0.49888  
